verb,agency,power
involve,agency_pos,power_agent
irritate,agency_pos,power_agent
isolate,agency_equal,power_agent
issue,agency_pos,power_agent
jab,agency_pos,power_agent
jam,agency_pos,power_agent
jar,agency_pos,power_agent
jiggle,agency_pos,power_agent
jog,agency_pos,
join,agency_pos,power_theme
joke,agency_equal,
jolt,agency_pos,power_agent
jostle,agency_pos,power_agent
jot,agency_pos,power_theme
judge,agency_pos,power_agent
juggle,agency_pos,power_agent
jump,agency_pos,
justify,agency_pos,power_agent
jut,agency_pos,
keep,agency_neg,power_agent
key,agency_pos,power_agent
kick,agency_pos,power_agent
kidnap,agency_pos,power_agent
kid,agency_pos,power_agent
kill,agency_pos,power_agent
kiss,agency_pos,power_agent
kneel,agency_pos,
knit,agency_pos,power_agent
knock,agency_pos,power_agent
knot,agency_pos,power_agent
know,agency_neg,power_agent
label,agency_pos,power_equal
labor,agency_pos,
lace,agency_pos,power_agent
lack,agency_neg,power_theme
lag,agency_neg,
land,agency_pos,
lap,agency_pos,power_agent
lash,agency_pos,power_agent
last,agency_pos,power_agent
latch,agency_equal,power_equal
laugh,agency_pos,
launch,agency_pos,power_agent
lay,agency_pos,
lead,agency_pos,power_agent
leaf,agency_pos,power_agent
leak,agency_pos,power_equal
lean,agency_pos,
leap,agency_pos,
learn,agency_equal,power_theme
leave,agency_equal,power_agent
lecture,agency_pos,power_agent
leer,agency_neg,
lend,agency_equal,power_agent
let,agency_equal,power_agent
letter,agency_pos,power_equal
level,agency_pos,power_agent
lick,agency_pos,power_equal
lie,agency_pos,
lie to,agency_pos,power_equal
lift,agency_pos,power_agent
lighten,agency_pos,power_agent
light,agency_pos,power_agent
like,agency_equal,power_theme
limit,agency_pos,power_agent
limp,agency_neg,
line,agency_pos,power_equal
linger,agency_neg,
link,agency_pos,power_equal
listen,agency_pos,power_theme
list,agency_pos,power_equal
litter,agency_pos,power_agent
live,agency_equal,power_equal
live on,agency_neg,power_equal
load,agency_pos,power_agent
locate,agency_pos,power_equal
lock,agency_pos,power_agent
lodge,agency_equal,
loll,agency_neg,
look,agency_equal,power_equal
loom,agency_neg,
loop,agency_pos,power_agent
loosen,agency_pos,power_agent
loose,agency_pos,power_agent
lop,agency_pos,power_agent
lose,agency_equal,power_theme
lounge,agency_neg,
love,agency_pos,power_equal
lower,agency_pos,power_agent
lug,agency_pos,power_theme
lumber,agency_pos,
lunge,agency_pos,
lurch,agency_pos,power_agent
lure,agency_pos,power_agent
lurk,agency_neg,
magnify,agency_pos,power_equal
mail,agency_pos,power_agent
maintain,agency_pos,power_agent
make,agency_pos,power_agent
manage,agency_pos,power_agent
mandate,agency_pos,power_agent
maneuver,agency_pos,power_agent
mangle,agency_pos,power_agent
manipulate,agency_pos,power_agent
man,agency_pos,power_agent
manufacture,agency_pos,power_agent
marche,agency_equal,
mark,agency_pos,power_agent
marry,agency_pos,power_equal
marvel at,agency_equal,power_theme
mash,agency_pos,power_agent
mask,agency_pos,power_agent
massage,agency_pos,power_theme
match,agency_pos,power_equal
materialize,agency_neg,
mat,agency_equal,power_agent
matter,agency_neg,
mean,agency_neg,power_equal
measure,agency_pos,power_equal
mediate,agency_pos,
meet,agency_pos,power_equal
melt,agency_pos,power_agent
memorize,agency_equal,power_equal
mend,agency_pos,power_agent
mention,agency_equal,power_theme
merge,agency_pos,power_agent
mesmerize,agency_equal,power_agent
mess up,agency_pos,power_agent
mill,agency_pos,
mime,agency_pos,power_theme
mimic,agency_pos,power_theme
mind,agency_equal,power_theme
mingle,agency_pos,power_theme
minimize,agency_pos,power_agent
mirror,agency_equal,power_agent
miss,agency_neg,power_theme
mistake,agency_equal,power_equal
misunderstand,agency_neg,power_theme
mix,agency_pos,power_agent
moan,agency_pos,
mobilize,agency_pos,power_agent
mock,agency_pos,power_agent
modify,agency_pos,power_agent
monitor,agency_neg,power_agent
mop,agency_pos,power_equal
motion to,agency_pos,power_equal
motivate,agency_pos,power_agent
mount,agency_pos,power_agent
mourn,agency_pos,
mouth,agency_pos,power_equal
move,agency_pos,power_agent
move on,agency_pos,power_equal
mow,agency_pos,power_agent
muffle,agency_pos,power_agent
mug,agency_pos,power_agent
mull,agency_equal,
multiply,agency_equal,power_agent
mumble,agency_pos,power_equal
munch,agency_pos,power_agent
murder,agency_pos,power_agent
murmur,agency_equal,power_equal
muster,agency_pos,power_agent
mute,agency_pos,power_agent
mutilate,agency_pos,power_agent
mutter,agency_equal,power_equal
nail,agency_pos,power_agent
name,agency_pos,power_agent
narrow,agency_pos,power_equal
navigate,agency_pos,power_agent
near,agency_pos,power_equal
need,agency_neg,power_theme
neglect,agency_equal,power_agent
negotiate,agency_pos,power_agent
nestle,agency_pos,power_agent
nibble,agency_pos,power_agent
nod,agency_pos,
nod to,agency_pos,power_theme
nominate,agency_pos,power_agent
nose,agency_pos,power_agent
note,agency_equal,power_theme
notice,agency_equal,power_equal
notify,agency_pos,power_agent
nudge,agency_pos,power_equal
number,agency_pos,power_equal
nurse,agency_pos,power_agent
nuzzle,agency_pos,power_theme
obey,agency_neg,power_theme
object,agency_pos,
object to,agency_pos,power_theme
oblige,agency_equal,power_theme
obliterate,agency_pos,power_agent
obscure,agency_pos,power_agent
observe,agency_neg,power_equal
obsess over,agency_equal,power_theme
obstruct,agency_pos,power_agent
obtain,agency_pos,power_agent
occupy,agency_pos,power_agent
occur,agency_neg,
offend,agency_pos,power_theme
offer,agency_pos,power_agent
offer to,agency_pos,power_theme
omit,agency_pos,power_agent
ooze,agency_equal,power_equal
open,agency_pos,power_agent
operate,agency_pos,power_agent
oppose,agency_pos,power_equal
order,agency_pos,power_agent
organize,agency_pos,power_agent
outlaw,agency_pos,power_agent
outline,agency_pos,power_theme
overcome,agency_pos,power_agent
overflow,agency_neg,
overhear,agency_equal,power_equal
overlap,agency_equal,power_agent
overlook,agency_neg,power_agent
oversee,agency_pos,power_agent
overtake,agency_pos,power_agent
overthrow,agency_pos,power_agent
overturn,agency_pos,power_agent
overwhelm,agency_pos,power_agent
owe,agency_neg,power_theme
own,agency_equal,power_agent
pace,agency_pos,power_equal
pack,agency_pos,power_agent
paddle,agency_pos,
pad,agency_pos,power_agent
page,agency_pos,power_equal
paint,agency_pos,power_agent
pal,agency_equal,
panic,agency_pos,power_equal
pan,agency_pos,power_agent
pant,agency_equal,
paralyze,agency_pos,power_agent
pardon,agency_pos,power_agent
park,agency_pos,power_agent
participate,agency_pos,
part,agency_pos,power_agent
pass,agency_pos,power_agent
paste,agency_pos,power_agent
patch,agency_pos,power_agent
patrol,agency_pos,power_agent
pat,agency_pos,power_equal
pause,agency_neg,
pave,agency_pos,power_equal
paws,agency_pos,power_equal
pays,agency_equal,power_agent
pecks,agency_pos,power_agent
pedals,agency_pos,
peddles,agency_pos,power_agent
peeks,agency_neg,
peels,agency_pos,power_agent
peeps,agency_pos,
peers,agency_pos,
pees,agency_pos,
pegs,agency_pos,power_agent
pelts,agency_pos,power_agent
penetrates,agency_pos,power_agent
perceives,agency_neg,power_equal
perches,agency_pos,
perfects,agency_pos,power_agent
performs,agency_pos,power_equal
permits,agency_pos,power_agent
perplexes,agency_neg,power_agent
persuades,agency_pos,power_agent
peruses,agency_pos,power_theme
pets,agency_pos,power_equal
phones,agency_pos,power_equal
photographs,agency_pos,power_equal
picks,agency_pos,power_agent
pictures,agency_equal,power_equal
pierces,agency_pos,power_agent
piles,agency_pos,power_agent
pinches,agency_pos,power_agent
pins,agency_pos,power_agent
pitches,agency_pos,power_agent
pivots,agency_pos,power_equal
places,agency_pos,power_agent
plagues,agency_pos,power_agent
plans,agency_pos,power_agent
plants,agency_pos,power_agent
plasters,agency_pos,power_agent
plats,agency_pos,power_equal
plays,agency_pos,power_agent
pleads,agency_pos,power_theme
pleases,agency_neg,power_theme
pledges,agency_pos,power_agent
plops,agency_pos,power_agent
plows,agency_pos,power_agent
plucks,agency_pos,power_agent
plugs in,agency_pos,power_agent
plummets,agency_neg,
plunges,agency_pos,power_agent
pockets,agency_equal,power_agent
points at,agency_pos,power_equal
poises,agency_pos,
poisons,agency_pos,power_agent
pokes,agency_pos,power_agent
polishes,agency_pos,power_theme
ponders,agency_neg,
pops,agency_pos,power_agent
portrays,agency_pos,power_theme
poses,agency_neg,
positions,agency_pos,power_agent
possesses,agency_equal,power_agent
postpones,agency_pos,power_agent
posts,agency_pos,power_agent
pounces,agency_pos,
pounds,agency_pos,power_agent
pours,agency_pos,power_agent
powers,agency_pos,power_agent
practices,agency_pos,power_theme
praises,agency_pos,power_equal
prays,agency_equal,power_theme
prays to,agency_neg,power_theme
preaches,agency_pos,power_equal
precedes,agency_neg,power_agent
predicts,agency_equal,power_theme
prefers,agency_neg,power_theme
preoccupies,agency_equal,power_agent
prepares,agency_pos,power_agent
prescribes,agency_pos,power_agent
presents,agency_pos,power_agent
preserves,agency_pos,power_agent
presides,agency_pos,
presses,agency_pos,power_agent
presumes,agency_equal,power_agent
pretends,agency_pos,power_agent
prevails,agency_pos,
prevents,agency_pos,power_agent
pricks,agency_pos,power_agent
pries,agency_equal,
prints,agency_pos,power_agent
probes,agency_pos,power_agent
proceeds,agency_pos,
processes,agency_pos,power_equal
proclaims,agency_pos,power_agent
prods,agency_pos,power_agent
produces,agency_pos,power_agent
programs,agency_pos,power_agent
progresses,agency_pos,
prohibits,agency_pos,power_agent
projects,agency_equal,power_agent
promises,agency_pos,power_equal
promotes,agency_pos,power_theme
prompts,agency_pos,power_agent
pronounces,agency_pos,power_agent
propels,agency_pos,power_agent
proposes,agency_pos,power_agent
props,agency_pos,power_agent
prosecutes,agency_pos,power_agent
protects,agency_pos,power_agent
protests,agency_pos,power_equal
protrudes,agency_neg,
proves,agency_pos,power_agent
provides,agency_pos,power_agent
provokes,agency_pos,power_equal
prowls,agency_pos,
publishes,agency_pos,power_agent
puffs,agency_pos,
pulls,agency_pos,power_agent
pulsates,agency_equal,
pulses,agency_equal,
pummels,agency_pos,power_agent
pumps,,power_agent
punches,agency_pos,power_agent
punctuates,agency_pos,power_agent
punctures,agency_pos,power_agent
punishes,agency_pos,power_agent
purchases,agency_pos,power_agent
purrs,agency_equal,
pursues,agency_pos,power_theme
pushes,agency_pos,power_agent
puts,agency_equal,power_agent
puzzles,agency_neg,power_agent
qualifies,agency_neg,
questions,agency_pos,power_agent
quickens,agency_pos,power_agent
quiets,agency_pos,power_agent
quits,agency_pos,power_agent
quivers,agency_pos,
quotes,agency_equal,power_theme
races,agency_pos,power_equal
racks up,agency_pos,power_equal
radiates,agency_equal,power_theme
rags,agency_pos,power_agent
raids,agency_pos,power_agent
rails against,agency_pos,power_agent
rains,agency_pos,power_agent
raises,agency_pos,power_agent
rakes,agency_pos,power_agent
rambles,agency_pos,
rams,agency_pos,power_agent
ranges,agency_pos,
ranks,agency_pos,power_agent
rants,agency_pos,
raps,agency_pos,
ratifies,agency_pos,power_agent
rats on,agency_pos,power_agent
rattles,agency_pos,power_agent
ravages,agency_pos,power_agent
raves,agency_pos,
reaches,agency_pos,power_theme
reacts,agency_pos,
reacts to,agency_pos,power_theme
readies,agency_pos,power_agent
reads,agency_equal,power_agent
reaffirms,agency_pos,power_agent
realises,agency_equal,power_equal
realizes,agency_neg,power_equal
reappears,agency_pos,
rearranges,agency_pos,power_agent
rears,agency_pos,
reasons,agency_pos,
reassures,agency_pos,power_agent
rebuilds,agency_pos,power_agent
recalls,agency_neg,power_theme
recedes,agency_neg,
receives,agency_neg,power_theme
recites,agency_pos,power_equal
reckons,agency_pos,power_agent
reclines,agency_neg,
recognises,agency_equal,power_theme
recognizes,agency_neg,power_theme
recoils,agency_equal,
recommends,agency_pos,power_agent
reconciles,agency_pos,power_equal
reconsiders,agency_equal,power_agent
records,agency_equal,power_agent
recounts,agency_equal,power_agent
recovers,agency_pos,power_equal
recruits,agency_pos,power_agent
reduces,agency_pos,power_agent
reels,agency_neg,
refers,agency_pos,power_equal
refills,agency_pos,power_agent
reflects,agency_neg,power_theme
refuses,agency_pos,power_agent
regains,agency_pos,power_agent
regards,agency_neg,power_theme
registers,agency_pos,power_agent
regrets,agency_neg,power_theme
regulates,agency_pos,power_agent
rehearses,agency_pos,power_equal
reinforces,agency_pos,power_agent
reins,agency_pos,power_equal
reiterates,agency_equal,power_theme
rejects,agency_pos,power_agent
rejoins,agency_pos,power_equal
relates to,agency_neg,power_equal
relaxes,agency_neg,
releases,agency_pos,power_agent
relents,agency_pos,
relies,agency_neg,
relieves,agency_pos,power_theme
relishes,agency_neg,power_theme
reloads,agency_pos,power_agent
remains,agency_neg,
remembers,agency_equal,power_equal
reminds,agency_pos,power_agent
removes,agency_pos,power_agent
renders,agency_pos,power_agent
rends,agency_pos,power_agent
renews,agency_pos,power_agent
renounces,agency_pos,power_agent
rents,agency_pos,power_equal
reopens,agency_pos,power_agent
repairs,agency_pos,power_agent
repays,agency_pos,power_theme
repeats,agency_pos,power_theme
replaces,agency_pos,power_agent
replies,agency_neg,power_equal
reports,agency_pos,power_agent
represents,agency_pos,power_theme
repulses,agency_neg,power_theme
requests,agency_equal,power_equal
requires,agency_equal,power_theme
rescues,agency_pos,power_agent
resembles,agency_neg,power_equal
resents,agency_neg,power_theme
reserves,agency_pos,power_agent
resigns,agency_equal,
resists,agency_pos,power_equal
resolves,agency_pos,power_equal
respects,agency_equal,power_theme
responds,agency_pos,power_theme
restores,agency_pos,power_agent
restrains,agency_pos,power_agent
restricts,agency_pos,power_agent
rests,agency_neg,
results,agency_equal,
results in,agency_neg,power_agent
resumes,agency_equal,power_agent
retains,agency_pos,power_agent
retires,agency_pos,power_agent
retracts,agency_pos,power_agent
retreats,agency_equal,
retrieves,agency_pos,power_agent
returns,agency_pos,power_agent
reveals,agency_pos,power_agent
reverberates,agency_pos,
reverses,agency_pos,power_agent
reviews,agency_pos,power_equal
revises,agency_pos,power_agent
revives,agency_pos,power_agent
revolves,agency_pos,
revolves around,agency_equal,power_theme
revs,agency_pos,power_agent
rewards,agency_pos,power_agent
ricochets,agency_pos,
riddles,agency_pos,power_agent
rides,agency_pos,power_agent
rids,agency_pos,power_agent
rifles through,agency_pos,power_agent
rights,agency_pos,power_agent
rigs,agency_pos,power_agent
rings,agency_pos,power_agent
rinses,agency_pos,power_agent
ripples,agency_pos,
rips,agency_pos,power_agent
rises,agency_pos,
risks,agency_equal,power_agent
rivets,agency_pos,power_agent
rivets on,agency_pos,power_agent
roams,agency_neg,power_equal
roars,agency_pos,
roasts,agency_pos,power_agent
robs,agency_pos,power_agent
rockets,agency_pos,
rocks,agency_equal,
rolls,agency_pos,power_agent
roots,agency_pos,power_equal
rotates,agency_pos,power_agent
rots,agency_neg,
rounds,agency_pos,power_equal
rouses,agency_pos,power_agent
rows,agency_pos,power_agent
rubs,agency_pos,power_equal
ruffles,agency_pos,power_agent
ruins,agency_pos,power_agent
rules,agency_pos,power_agent
rumbles,agency_pos,
rummages,agency_pos,
runs,agency_pos,
rushes,agency_pos,power_agent
rustles,agency_pos,power_agent
rusts,agency_neg,
sacks,agency_pos,power_agent
sacrifices,agency_pos,power_agent
saddles,agency_pos,power_agent
sags,agency_neg,
sails,agency_pos,power_agent
salutes,agency_pos,power_theme
salvages,agency_pos,power_agent
satisfies,agency_pos,power_theme
saunters,agency_pos,
saves,agency_pos,power_agent
savors,agency_pos,power_equal
saws,agency_pos,power_agent
says,agency_pos,power_equal
scales,agency_pos,power_agent
scampers,agency_pos,
scans,agency_pos,power_agent
scares,agency_pos,power_agent
scars,agency_pos,power_agent
scatters,agency_pos,power_agent
schedules,agency_pos,power_agent
scoffs,agency_pos,
scoops,agency_pos,power_agent
scoots,agency_pos,
scorches,agency_pos,power_agent
scores,agency_pos,power_equal
scours,agency_pos,power_agent
scowls,agency_pos,
scrambles,agency_pos,power_agent
scrapes,agency_pos,power_agent
scraps,agency_pos,power_agent
scratches,agency_pos,power_agent
scrawls,agency_pos,power_equal
screams,agency_pos,
screeches,agency_pos,
screens,agency_equal,power_agent
scribbles,agency_pos,power_equal
scrolls,agency_equal,
scrubs,agency_pos,power_agent
scrunches,agency_pos,
scrutinizes,agency_pos,power_agent
scurries,agency_pos,
scuttles,agency_pos,
seals,agency_pos,power_agent
searches,agency_pos,power_agent
sears,agency_pos,power_agent
seats,agency_pos,power_theme
secures,agency_pos,power_agent
seduces,agency_pos,power_agent
seeks,agency_pos,power_theme
seems,agency_neg,
sees,agency_neg,power_equal
seethes,agency_pos,
seizes,agency_pos,power_agent
selects,agency_pos,power_agent
sells,agency_pos,power_agent
sends,agency_pos,power_agent
senses,agency_neg,power_theme
sentences,agency_pos,power_agent
separates,agency_pos,power_agent
serves,agency_equal,power_theme
sets,agency_pos,power_agent
settles,agency_pos,power_agent
severs,agency_pos,power_agent
sews,agency_pos,power_equal
shades,agency_pos,power_equal
shadows,agency_equal,power_theme
shakes,agency_pos,power_agent
shapes,agency_pos,power_agent
shares,agency_pos,power_agent
sharpens,agency_pos,power_agent
shatters,agency_pos,power_agent
shaves,agency_pos,power_agent
sheds,agency_pos,power_agent
shells,agency_pos,power_agent
shelters,agency_pos,power_agent
shields,agency_pos,power_agent
shifts,agency_pos,power_agent
shimmers,agency_neg,
shines,agency_equal,
shins,agency_equal,
ships,agency_pos,power_agent
shivers,agency_equal,
shocks,agency_pos,power_agent
shooes,,power_agent
shoos,agency_pos,
shoots,agency_pos,power_agent
shops,agency_pos,
shoulders,agency_pos,power_agent
shouts,agency_pos,power_agent
shovels,agency_pos,power_agent
shoves,agency_pos,power_agent
showers,agency_pos,power_theme
shows,agency_pos,power_agent
shreds,agency_pos,power_agent
shrieks,agency_pos,power_agent
shrinks,agency_pos,power_agent
shrouds,agency_pos,power_agent
shrugs,agency_pos,
shudders,agency_neg,
shuffles,agency_pos,power_agent
shushes,agency_pos,power_agent
shuts,agency_pos,power_agent
sickens,agency_pos,power_agent
sides,agency_equal,
sidesteps,agency_pos,power_agent
sidles up to,agency_pos,power_theme
sifts,agency_pos,power_agent
sighs,agency_equal,
sights,agency_pos,power_equal
signals,agency_pos,power_equal
signs,agency_pos,power_equal
silences,agency_pos,power_agent
silhouettes,agency_neg,power_theme
simmers,agency_pos,power_agent
singles out,agency_pos,power_agent
sings,agency_pos,power_agent
sinks,agency_pos,power_agent
sips,agency_pos,power_agent
sits,agency_neg,
situates,agency_pos,power_agent
sizes,agency_equal,power_agent
sizzles,agency_equal,
skates,agency_pos,power_agent
sketches,agency_pos,power_equal
skids,agency_equal,
skims,agency_pos,power_agent
skins,agency_pos,power_agent
skips,agency_neg,power_agent
skitters,agency_equal,
slams,agency_pos,power_agent
slants,agency_neg,
slaps,agency_pos,power_agent
slashes,agency_pos,power_agent
slaughters,agency_pos,power_agent
slays,agency_pos,power_agent
sleeps,agency_neg,
slices,agency_pos,power_agent
slicks,agency_equal,power_agent
slides,agency_equal,power_agent
slings,agency_pos,power_agent
slinks,agency_neg,
slips,agency_pos,power_agent
slithers,agency_pos,
slits,agency_pos,power_agent
slops,agency_pos,power_agent
sloshes,agency_equal,
slouches,agency_neg,
slows,agency_pos,power_agent
slugs,agency_pos,power_agent
slumps,agency_neg,
slurps,agency_pos,power_agent
slurs,agency_equal,
smacks,agency_pos,power_agent
smashes,agency_pos,power_agent
smears,agency_pos,power_agent
smells,agency_neg,power_theme
smiles,agency_pos,
smirks,agency_neg,
smokes,agency_pos,power_agent
smolders,agency_neg,
smooths,agency_pos,power_equal
smothers,agency_pos,power_agent
snags,agency_pos,power_agent
snaps,agency_pos,
snarls at,agency_pos,power_equal
snatches,agency_pos,power_agent
sneaks,agency_pos,power_agent
sneers,agency_pos,
sneezes,agency_pos,
snickers,agency_neg,
sniffs,agency_equal,
snips,agency_pos,power_agent
snoops,agency_pos,
snores,agency_neg,
snorts,agency_pos,
snows,agency_neg,
snuggles,agency_pos,power_equal
soaks,agency_pos,power_agent
soars,agency_pos,
sobers,agency_pos,power_agent
sobs,agency_neg,
softens,agency_pos,power_equal
soils,agency_pos,power_agent
solicits,agency_pos,power_agent
solves,agency_pos,power_agent
soothes,agency_pos,power_equal
sorts,agency_pos,power_equal
sounds,agency_pos,power_equal
spaces,agency_pos,power_agent
spans,agency_neg,power_agent
spares,agency_pos,power_agent
sparkles,agency_neg,
sparks,agency_pos,power_agent
spars,agency_pos,power_equal
spatters,agency_equal,
speaks,agency_pos,
speaks to,agency_pos,power_equal
specify,agency_pos,power_equal
speed,agency_pos,
speed up,agency_pos,power_equal
spell,agency_equal,power_equal
spend,agency_pos,power_agent
spew,agency_pos,power_agent
spy,agency_pos,power_equal
spike,agency_pos,power_agent
spill,agency_pos,power_agent
spin,agency_pos,power_agent
spiral,agency_pos,
spit at,agency_pos,power_agent
splash,agency_pos,
splatter,agency_pos,power_agent
splinter,agency_pos,power_agent
split,agency_pos,power_agent
spoil,agency_pos,power_equal
sponsor,agency_pos,power_agent
spook,agency_pos,power_agent
sport,agency_equal,power_equal
spot,agency_neg,power_agent
sprawl,agency_equal,
spray,agency_pos,power_agent
spread,agency_pos,power_agent
spring,agency_pos,
sprinkle,agency_pos,power_agent
sprint,agency_pos,
sprout,agency_pos,
spur,agency_pos,power_agent
sputter,agency_pos,
square,agency_pos,power_agent
squash,agency_pos,power_agent
squat,agency_pos,
squeak,agency_equal,
squeal,agency_equal,
squeeze,agency_pos,power_agent
squint,agency_equal,
squirm,agency_equal,
squirt,agency_pos,power_equal
stabilize,agency_pos,power_agent
stab,agency_pos,power_agent
stack,agency_pos,power_agent
stagger,agency_equal,
stain,agency_pos,power_agent
stake,agency_pos,power_agent
stalk,agency_pos,power_theme
stall,agency_pos,power_agent
stamp,agency_pos,power_agent
stand,agency_equal,
stare,agency_neg,
star,agency_pos,power_equal
startle,agency_pos,power_equal
start,agency_pos,power_agent
starve,agency_pos,power_agent
stash,agency_pos,power_agent
state,agency_pos,power_equal
station,agency_pos,power_agent
stay,agency_neg,
steady,agency_pos,power_agent
steal,agency_pos,power_agent
steam,agency_pos,power_agent
steel,agency_pos,power_agent
steer,agency_pos,power_agent
stencil,agency_pos,power_agent
step,agency_pos,
stick,agency_pos,
stiffen,agency_pos,power_equal
stifle,agency_pos,power_agent
stimulate,agency_pos,power_equal
sting,agency_pos,power_agent
stink,agency_neg,
stir,agency_pos,power_agent
stitch,agency_pos,power_equal
stock,agency_pos,power_equal
stomp,agency_pos,
stone,agency_pos,power_agent
stoop,agency_equal,
stop,agency_pos,power_agent
store,agency_pos,power_agent
storm,agency_pos,power_agent
stow,agency_pos,power_agent
straddle,agency_pos,power_agent
straighten,agency_pos,power_agent
strain,agency_pos,power_agent
strand,agency_pos,power_agent
strangle,agency_pos,power_agent
strangle on,agency_equal,power_agent
strap,agency_pos,power_agent
stray,agency_pos,
stream,agency_pos,
strengthen,agency_pos,power_agent
stress,agency_pos,power_agent
stretch,agency_pos,
stride,agency_pos,
strike,agency_pos,power_agent
string,agency_pos,power_agent
strip,agency_pos,power_agent
stroke,agency_pos,power_equal
stroll,agency_equal,
struggle,agency_equal,power_theme
strut,agency_pos,
stub,agency_equal,power_agent
study,agency_pos,power_equal
stuff,agency_pos,power_agent
stumble,agency_neg,
stun,agency_pos,power_agent
subdue,agency_pos,power_agent
submerge,agency_pos,power_agent
submit,agency_pos,power_equal
subside,agency_neg,
subtitle,agency_pos,power_theme
succeed,agency_pos,power_agent
sue,agency_pos,power_agent
suffer,agency_neg,power_theme
suffocate,agency_pos,power_agent
suggest,agency_pos,power_agent
sulk,agency_neg,
summon,agency_pos,power_agent
superimpose,agency_pos,power_agent
supervise,agency_pos,power_agent
supply,agency_pos,power_agent
support,agency_pos,power_equal
suppose,agency_equal,power_equal
suppress,agency_pos,power_agent
surface,agency_pos,
surf,agency_pos,
surge,agency_pos,
surprise,agency_pos,power_equal
surrender,agency_neg,power_agent
surround,agency_pos,power_agent
survey,agency_pos,power_equal
survive,agency_neg,power_equal
survive on,agency_pos,power_theme
suspect,agency_pos,power_equal
suspend,agency_pos,power_agent
sustain,agency_pos,power_agent
swallow,agency_pos,power_agent
swap,agency_pos,power_agent
swarm,agency_pos,
swat,agency_pos,power_agent
sway,agency_pos,power_agent
swear,agency_pos,power_agent
sweat,agency_neg,
sweep,agency_pos,power_agent
swell,agency_equal,
swerve,agency_pos,
swig,agency_pos,power_equal
swim,agency_pos,
swing,agency_pos,power_agent
swipe,agency_pos,power_agent
swirl,agency_pos,power_agent
switch,agency_pos,power_agent
swivel,agency_pos,power_agent
swoop,agency_pos,
tackle,agency_pos,power_agent
tack,agency_pos,power_agent
tag,agency_pos,power_agent
tailor,agency_pos,power_equal
tail,agency_pos,power_theme
take,agency_pos,power_equal
talk,agency_pos,
talk to,agency_pos,power_equal
tangle,agency_pos,power_agent
tap,agency_equal,power_equal
target,agency_pos,power_agent
taste,agency_pos,power_agent
tattoo,agency_pos,power_agent
taunt,agency_pos,power_agent
taxi,agency_pos,
teach,agency_pos,power_agent
tear,agency_pos,power_agent
tease,agency_pos,power_agent
teeter,agency_neg,
telephone,agency_pos,power_equal
tell,agency_pos,power_equal
tempt,agency_pos,power_agent
tend,agency_pos,power_agent
tense,agency_pos,power_equal
terminate,agency_pos,power_agent
term,agency_pos,power_agent
terrify,agency_pos,power_agent
testify,agency_pos,power_equal
test,agency_pos,power_agent
tether,agency_pos,power_agent
thank,agency_pos,power_theme
thaw,agency_pos,power_agent
think,agency_pos,power_equal
thin,agency_pos,power_agent
thrash,agency_pos,power_agent
thread,agency_pos,
threaten,agency_pos,power_agent
thrill,agency_pos,power_agent
throb,agency_neg,
throttle,agency_pos,power_agent
throw,agency_pos,power_agent
thrust,agency_pos,power_agent
thumb,agency_equal,
thump,agency_pos,power_agent
thunder,agency_pos,
tickle,agency_pos,power_equal
tick off,agency_equal,power_equal
tidy,agency_pos,power_agent
tie,agency_pos,power_equal
tighten,agency_pos,power_agent
tilt,agency_pos,power_agent
time,agency_pos,power_agent
ting,agency_pos,
tip,agency_pos,power_theme
tiptoe,agency_pos,
tire,agency_equal,power_agent
toast,agency_pos,power_equal
tolerate,agency_equal,power_equal
topple,agency_pos,power_agent
top,agency_pos,power_agent
torment,agency_pos,power_agent
torture,agency_pos,power_agent
toss,agency_pos,power_agent
total,agency_pos,power_agent
touch,agency_pos,power_theme
tower,agency_neg,
tow,agency_pos,power_agent
toy with,agency_pos,power_agent
trace,agency_pos,power_theme
track,agency_pos,power_agent
trade,agency_pos,power_agent
trail,agency_pos,power_equal
train,agency_pos,power_agent
trample,agency_pos,power_agent
transfer,agency_pos,power_agent
transfix,agency_pos,power_agent
transform,agency_pos,power_agent
translate,agency_pos,power_agent
transmit,agency_pos,power_equal
transport,agency_pos,power_agent
trap,agency_pos,power_agent
trash,agency_pos,power_agent
travel,agency_pos,power_agent
tread,agency_pos,
treat,agency_pos,power_agent
tremble,agency_neg,
trickle,agency_neg,
trick,agency_pos,power_agent
try,agency_pos,power_equal
trigger,agency_pos,power_agent
trim,agency_pos,power_agent
trip,agency_pos,power_agent
trip on,agency_neg,power_theme
trot,agency_pos,power_equal
trouble,agency_pos,power_agent
trudge,agency_pos,
trust,agency_neg,power_theme
tuck,agency_pos,power_equal
tug,agency_pos,power_agent
tumble,agency_pos,
tune,agency_pos,power_agent
turn,agency_pos,power_agent
twinkle,agency_equal,
twirl,agency_pos,power_agent
twist,agency_pos,power_agent
twitch,agency_neg,
type,agency_pos,power_equal
unbuckle,agency_pos,power_agent
unbutton,agency_pos,power_agent
uncover,agency_pos,power_agent
underestimate,agency_equal,power_theme
undergos,agency_neg,power_theme
underlie,agency_neg,power_agent
undermine,agency_pos,power_agent
underscore,agency_pos,power_agent
understand,agency_equal,power_agent
undertake,agency_pos,power_theme
undo,agency_pos,power_agent
undress,agency_pos,power_agent
undulate,agency_pos,
unfold,agency_pos,power_agent
