verb,agency,power
irritate,agency_pos,power_agent
isolate,agency_equal,power_agent
issue,agency_pos,power_agent
jab,agency_pos,power_agent
jam,agency_pos,power_agent
jar,agency_pos,power_agent
jiggle,agency_pos,power_agent
jog,agency_pos,
join,agency_pos,power_theme
joke,agency_equal,
jolt,agency_pos,power_agent
jostle,agency_pos,power_agent
jot,agency_pos,power_theme
judge,agency_pos,power_agent
juggle,agency_pos,power_agent
jump,agency_pos,
justify,agency_pos,power_agent
jut,agency_pos,
keep,agency_neg,power_agent
key,agency_pos,power_agent
kick,agency_pos,power_agent
kidnap,agency_pos,power_agent
kid,agency_pos,power_agent
kill,agency_pos,power_agent
kiss,agency_pos,power_agent
kneel,agency_pos,
knit,agency_pos,power_agent
knock,agency_pos,power_agent
knot,agency_pos,power_agent
know,agency_neg,power_agent
label,agency_pos,power_equal
labor,agency_pos,
lace,agency_pos,power_agent
lack,agency_neg,power_theme
lag,agency_neg,
land,agency_pos,
lap,agency_pos,power_agent
lash,agency_pos,power_agent
last,agency_pos,power_agent
latch,agency_equal,power_equal
laugh,agency_pos,
launch,agency_pos,power_agent
lay,agency_pos,
lead,agency_pos,power_agent
leaf,agency_pos,power_agent
leak,agency_pos,power_equal
lean,agency_pos,
leap,agency_pos,
learn,agency_equal,power_theme
leave,agency_equal,power_agent
lecture,agency_pos,power_agent
leer,agency_neg,
lend,agency_equal,power_agent
let,agency_equal,power_agent
letter,agency_pos,power_equal
level,agency_pos,power_agent
lick,agency_pos,power_equal
lie,agency_pos,
lie to,agency_pos,power_equal
lift,agency_pos,power_agent
lighten,agency_pos,power_agent
light,agency_pos,power_agent
like,agency_equal,power_theme
limit,agency_pos,power_agent
limp,agency_neg,
line,agency_pos,power_equal
linger,agency_neg,
link,agency_pos,power_equal
listen,agency_pos,power_theme
list,agency_pos,power_equal
litter,agency_pos,power_agent
live,agency_equal,power_equal
live on,agency_neg,power_equal
load,agency_pos,power_agent
locate,agency_pos,power_equal
lock,agency_pos,power_agent
lodge,agency_equal,
loll,agency_neg,
look,agency_equal,power_equal
loom,agency_neg,
loop,agency_pos,power_agent
loosen,agency_pos,power_agent
loose,agency_pos,power_agent
lop,agency_pos,power_agent
lose,agency_equal,power_theme
lounge,agency_neg,
love,agency_pos,power_equal
lower,agency_pos,power_agent
lug,agency_pos,power_theme
lumber,agency_pos,
lunge,agency_pos,
lurch,agency_pos,power_agent
lure,agency_pos,power_agent
lurk,agency_neg,
magnify,agency_pos,power_equal
mail,agency_pos,power_agent
maintain,agency_pos,power_agent
make,agency_pos,power_agent
manage,agency_pos,power_agent
mandate,agency_pos,power_agent
maneuver,agency_pos,power_agent
mangle,agency_pos,power_agent
manipulate,agency_pos,power_agent
man,agency_pos,power_agent
manufacture,agency_pos,power_agent
march,agency_equal,
mark,agency_pos,power_agent
marry,agency_pos,power_equal
marvel at,agency_equal,power_theme
mash,agency_pos,power_agent
mask,agency_pos,power_agent
massage,agency_pos,power_theme
match,agency_pos,power_equal
materialize,agency_neg,
mat,agency_equal,power_agent
matter,agency_neg,
mean,agency_neg,power_equal
measure,agency_pos,power_equal
mediate,agency_pos,
meet,agency_pos,power_equal
melt,agency_pos,power_agent
memorize,agency_equal,power_equal
mend,agency_pos,power_agent
mention,agency_equal,power_theme
merge,agency_pos,power_agent
mesmerize,agency_equal,power_agent
mess up,agency_pos,power_agent
mill,agency_pos,
mime,agency_pos,power_theme
mimic,agency_pos,power_theme
mind,agency_equal,power_theme
mingle,agency_pos,power_theme
minimize,agency_pos,power_agent
mirror,agency_equal,power_agent
miss,agency_neg,power_theme
mistake,agency_equal,power_equal
misunderstand,agency_neg,power_theme
mix,agency_pos,power_agent
moan,agency_pos,
mobilize,agency_pos,power_agent
mock,agency_pos,power_agent
modify,agency_pos,power_agent
monitor,agency_neg,power_agent
mop,agency_pos,power_equal
motion to,agency_pos,power_equal
motivate,agency_pos,power_agent
mount,agency_pos,power_agent
mourn,agency_pos,
mouth,agency_pos,power_equal
move,agency_pos,power_agent
move on,agency_pos,power_equal
mow,agency_pos,power_agent
muffle,agency_pos,power_agent
mug,agency_pos,power_agent
mull,agency_equal,
multiply,agency_equal,power_agent
mumble,agency_pos,power_equal
munch,agency_pos,power_agent
murder,agency_pos,power_agent
murmur,agency_equal,power_equal
muster,agency_pos,power_agent
mute,agency_pos,power_agent
mutilate,agency_pos,power_agent
mutter,agency_equal,power_equal
nail,agency_pos,power_agent
name,agency_pos,power_agent
narrow,agency_pos,power_equal
navigate,agency_pos,power_agent
near,agency_pos,power_equal
need,agency_neg,power_theme
neglect,agency_equal,power_agent
negotiate,agency_pos,power_agent
nestle,agency_pos,power_agent
nibble,agency_pos,power_agent
nod,agency_pos,
nod to,agency_pos,power_theme
nominate,agency_pos,power_agent
nose,agency_pos,power_agent
note,agency_equal,power_theme
notice,agency_equal,power_equal
notify,agency_pos,power_agent
nudge,agency_pos,power_equal
number,agency_pos,power_equal
nurse,agency_pos,power_agent
nuzzle,agency_pos,power_theme
obey,agency_neg,power_theme
object,agency_pos,
object to,agency_pos,power_theme
oblige,agency_equal,power_theme
obliterate,agency_pos,power_agent
obscure,agency_pos,power_agent
observe,agency_neg,power_equal
obsess over,agency_equal,power_theme
obstruct,agency_pos,power_agent
obtain,agency_pos,power_agent
occupy,agency_pos,power_agent
occur,agency_neg,
offend,agency_pos,power_theme
offer,agency_pos,power_agent
offer to,agency_pos,power_theme
omit,agency_pos,power_agent
ooze,agency_equal,power_equal
open,agency_pos,power_agent
operate,agency_pos,power_agent
oppose,agency_pos,power_equal
order,agency_pos,power_agent
organize,agency_pos,power_agent
outlaw,agency_pos,power_agent
outline,agency_pos,power_theme
overcome,agency_pos,power_agent
overflow,agency_neg,
overhear,agency_equal,power_equal
overlap,agency_equal,power_agent
overlook,agency_neg,power_agent
oversee,agency_pos,power_agent
overtake,agency_pos,power_agent
overthrow,agency_pos,power_agent
overturn,agency_pos,power_agent
overwhelm,agency_pos,power_agent
owe,agency_neg,power_theme
own,agency_equal,power_agent
pace,agency_pos,power_equal
pack,agency_pos,power_agent
paddle,agency_pos,
pad,agency_pos,power_agent
page,agency_pos,power_equal
paint,agency_pos,power_agent
pal,agency_equal,
panic,agency_pos,power_equal
pan,agency_pos,power_agent
pant,agency_equal,
paralyze,agency_pos,power_agent
pardon,agency_pos,power_agent
park,agency_pos,power_agent
participate,agency_pos,
part,agency_pos,power_agent
pass,agency_pos,power_agent
paste,agency_pos,power_agent
patch,agency_pos,power_agent
patrol,agency_pos,power_agent
pat,agency_pos,power_equal
pause,agency_neg,
pave,agency_pos,power_equal
paw,agency_pos,power_equal
pay,agency_equal,power_agent
peck,agency_pos,power_agent
pedal,agency_pos,
peddle,agency_pos,power_agent
peek,agency_neg,
peel,agency_pos,power_agent
peep,agency_pos,
peer,agency_pos,
pee,agency_pos,
peg,agency_pos,power_agent
pelt,agency_pos,power_agent
penetrate,agency_pos,power_agent
perceive,agency_neg,power_equal
perch,agency_pos,
perfect,agency_pos,power_agent
perform,agency_pos,power_equal
permit,agency_pos,power_agent
perplex,agency_neg,power_agent
persuade,agency_pos,power_agent
peruse,agency_pos,power_theme
pet,agency_pos,power_equal
phone,agency_pos,power_equal
photograph,agency_pos,power_equal
pick,agency_pos,power_agent
picture,agency_equal,power_equal
pierce,agency_pos,power_agent
pile,agency_pos,power_agent
pinch,agency_pos,power_agent
pin,agency_pos,power_agent
pitch,agency_pos,power_agent
pivot,agency_pos,power_equal
place,agency_pos,power_agent
plague,agency_pos,power_agent
plan,agency_pos,power_agent
plant,agency_pos,power_agent
plaster,agency_pos,power_agent
plat,agency_pos,power_equal
play,agency_pos,power_agent
plead,agency_pos,power_theme
please,agency_neg,power_theme
pledge,agency_pos,power_agent
plop,agency_pos,power_agent
plow,agency_pos,power_agent
pluck,agency_pos,power_agent
plug in,agency_pos,power_agent
plummet,agency_neg,
plunge,agency_pos,power_agent
pocket,agency_equal,power_agent
point at,agency_pos,power_equal
poise,agency_pos,
poison,agency_pos,power_agent
poke,agency_pos,power_agent
polish,agency_pos,power_theme
ponder,agency_neg,
pops,agency_pos,power_agent
portray,agency_pos,power_theme
pose,agency_neg,
position,agency_pos,power_agent
possess,agency_equal,power_agent
postpone,agency_pos,power_agent
post,agency_pos,power_agent
pounce,agency_pos,
pound,agency_pos,power_agent
pour,agency_pos,power_agent
power,agency_pos,power_agent
practice,agency_pos,power_theme
praise,agency_pos,power_equal
pray,agency_equal,power_theme
pray to,agency_neg,power_theme
preach,agency_pos,power_equal
precede,agency_neg,power_agent
predict,agency_equal,power_theme
prefer,agency_neg,power_theme
preoccupy,agency_equal,power_agent
prepare,agency_pos,power_agent
prescribe,agency_pos,power_agent
present,agency_pos,power_agent
preserve,agency_pos,power_agent
preside,agency_pos,
press,agency_pos,power_agent
presume,agency_equal,power_agent
pretend,agency_pos,power_agent
prevail,agency_pos,
prevent,agency_pos,power_agent
prick,agency_pos,power_agent
pry,agency_equal,
print,agency_pos,power_agent
probe,agency_pos,power_agent
proceed,agency_pos,
process,agency_pos,power_equal
proclaim,agency_pos,power_agent
prod,agency_pos,power_agent
produce,agency_pos,power_agent
program,agency_pos,power_agent
progress,agency_pos,
prohibit,agency_pos,power_agent
project,agency_equal,power_agent
promise,agency_pos,power_equal
promote,agency_pos,power_theme
prompt,agency_pos,power_agent
pronounce,agency_pos,power_agent
propel,agency_pos,power_agent
propose,agency_pos,power_agent
prop,agency_pos,power_agent
prosecute,agency_pos,power_agent
protect,agency_pos,power_agent
protest,agency_pos,power_equal
protrude,agency_neg,
prove,agency_pos,power_agent
provide,agency_pos,power_agent
provoke,agency_pos,power_equal
prowl,agency_pos,
publish,agency_pos,power_agent
puff,agency_pos,
pull,agency_pos,power_agent
pulsate,agency_equal,
pulse,agency_equal,
pummel,agency_pos,power_agent
pump,,power_agent
punch,agency_pos,power_agent
punctuate,agency_pos,power_agent
puncture,agency_pos,power_agent
punish,agency_pos,power_agent
purchase,agency_pos,power_agent
purr,agency_equal,
pursue,agency_pos,power_theme
push,agency_pos,power_agent
put,agency_equal,power_agent
puzzle,agency_neg,power_agent
qualify,agency_neg,
question,agency_pos,power_agent
quicken,agency_pos,power_agent
quiet,agency_pos,power_agent
quit,agency_pos,power_agent
quiver,agency_pos,
quote,agency_equal,power_theme
race,agency_pos,power_equal
rack up,agency_pos,power_equal
radiate,agency_equal,power_theme
rag,agency_pos,power_agent
raid,agency_pos,power_agent
rail against,agency_pos,power_agent
rain,agency_pos,power_agent
raise,agency_pos,power_agent
rake,agency_pos,power_agent
ramble,agency_pos,
ram,agency_pos,power_agent
range,agency_pos,
rank,agency_pos,power_agent
rant,agency_pos,
rap,agency_pos,
ratify,agency_pos,power_agent
rat on,agency_pos,power_agent
rattle,agency_pos,power_agent
ravage,agency_pos,power_agent
rave,agency_pos,
reach,agency_pos,power_theme
react,agency_pos,
react to,agency_pos,power_theme
ready,agency_pos,power_agent
read,agency_equal,power_agent
reaffirm,agency_pos,power_agent
realise,agency_equal,power_equal
realize,agency_neg,power_equal
reappear,agency_pos,
rearrange,agency_pos,power_agent
rear,agency_pos,
reason,agency_pos,
reassure,agency_pos,power_agent
rebuild,agency_pos,power_agent
recall,agency_neg,power_theme
recede,agency_neg,
receive,agency_neg,power_theme
recite,agency_pos,power_equal
reckon,agency_pos,power_agent
recline,agency_neg,
recognise,agency_equal,power_theme
recognize,agency_neg,power_theme
recoil,agency_equal,
recommend,agency_pos,power_agent
reconcile,agency_pos,power_equal
reconsider,agency_equal,power_agent
record,agency_equal,power_agent
recount,agency_equal,power_agent
recover,agency_pos,power_equal
recruit,agency_pos,power_agent
reduce,agency_pos,power_agent
reel,agency_neg,
refer,agency_pos,power_equal
refill,agency_pos,power_agent
reflect,agency_neg,power_theme
refuse,agency_pos,power_agent
regain,agency_pos,power_agent
regard,agency_neg,power_theme
register,agency_pos,power_agent
regret,agency_neg,power_theme
regulate,agency_pos,power_agent
rehearse,agency_pos,power_equal
reinforce,agency_pos,power_agent
rein,agency_pos,power_equal
reiterate,agency_equal,power_theme
reject,agency_pos,power_agent
rejoin,agency_pos,power_equal
relate to,agency_neg,power_equal
relax,agency_neg,
release,agency_pos,power_agent
relent,agency_pos,
rely,agency_neg,
relieve,agency_pos,power_theme
relish,agency_neg,power_theme
reload,agency_pos,power_agent
remain,agency_neg,
remember,agency_equal,power_equal
remind,agency_pos,power_agent
remove,agency_pos,power_agent
render,agency_pos,power_agent
rend,agency_pos,power_agent
renew,agency_pos,power_agent
renounce,agency_pos,power_agent
rent,agency_pos,power_equal
reopen,agency_pos,power_agent
repair,agency_pos,power_agent
repay,agency_pos,power_theme
repeat,agency_pos,power_theme
replace,agency_pos,power_agent
reply,agency_neg,power_equal
report,agency_pos,power_agent
represent,agency_pos,power_theme
repulse,agency_neg,power_theme
request,agency_equal,power_equal
require,agency_equal,power_theme
rescue,agency_pos,power_agent
resemble,agency_neg,power_equal
resent,agency_neg,power_theme
reserve,agency_pos,power_agent
resign,agency_equal,
resist,agency_pos,power_equal
resolve,agency_pos,power_equal
respect,agency_equal,power_theme
respond,agency_pos,power_theme
restore,agency_pos,power_agent
restrain,agency_pos,power_agent
restrict,agency_pos,power_agent
rest,agency_neg,
result,agency_equal,
result in,agency_neg,power_agent
resume,agency_equal,power_agent
retain,agency_pos,power_agent
retire,agency_pos,power_agent
retract,agency_pos,power_agent
retreat,agency_equal,
retrieve,agency_pos,power_agent
return,agency_pos,power_agent
reveal,agency_pos,power_agent
reverberate,agency_pos,
reverse,agency_pos,power_agent
review,agency_pos,power_equal
revise,agency_pos,power_agent
revive,agency_pos,power_agent
revolve,agency_pos,
revolve around,agency_equal,power_theme
rev,agency_pos,power_agent
reward,agency_pos,power_agent
ricochet,agency_pos,
riddle,agency_pos,power_agent
ride,agency_pos,power_agent
rid,agency_pos,power_agent
rifle through,agency_pos,power_agent
right,agency_pos,power_agent
rig,agency_pos,power_agent
ring,agency_pos,power_agent
rinse,agency_pos,power_agent
ripple,agency_pos,
rip,agency_pos,power_agent
rise,agency_pos,
risk,agency_equal,power_agent
rivet,agency_pos,power_agent
rivet on,agency_pos,power_agent
roam,agency_neg,power_equal
roar,agency_pos,
roast,agency_pos,power_agent
rob,agency_pos,power_agent
rocket,agency_pos,
rock,agency_equal,
roll,agency_pos,power_agent
root,agency_pos,power_equal
rotate,agency_pos,power_agent
rot,agency_neg,
round,agency_pos,power_equal
rouse,agency_pos,power_agent
row,agency_pos,power_agent
rub,agency_pos,power_equal
ruffle,agency_pos,power_agent
ruin,agency_pos,power_agent
rule,agency_pos,power_agent
rumble,agency_pos,
rummage,agency_pos,
run,agency_pos,
rush,agency_pos,power_agent
rustle,agency_pos,power_agent
rust,agency_neg,
sack,agency_pos,power_agent
sacrifice,agency_pos,power_agent
saddle,agency_pos,power_agent
sag,agency_neg,
sail,agency_pos,power_agent
salute,agency_pos,power_theme
salvage,agency_pos,power_agent
satisfy,agency_pos,power_theme
saunter,agency_pos,
save,agency_pos,power_agent
savor,agency_pos,power_equal
saw,agency_pos,power_agent
say,agency_pos,power_equal
scale,agency_pos,power_agent
scamper,agency_pos,
scan,agency_pos,power_agent
scare,agency_pos,power_agent
scar,agency_pos,power_agent
scatter,agency_pos,power_agent
schedule,agency_pos,power_agent
scoff,agency_pos,
scoop,agency_pos,power_agent
scoot,agency_pos,
scorch,agency_pos,power_agent
score,agency_pos,power_equal
scour,agency_pos,power_agent
scowl,agency_pos,
scramble,agency_pos,power_agent
scrape,agency_pos,power_agent
scrap,agency_pos,power_agent
scratch,agency_pos,power_agent
scrawl,agency_pos,power_equal
scream,agency_pos,
screech,agency_pos,
screen,agency_equal,power_agent
scribble,agency_pos,power_equal
scroll,agency_equal,
scrub,agency_pos,power_agent
scrunch,agency_pos,
scrutinize,agency_pos,power_agent
scurry,agency_pos,
scuttle,agency_pos,
seal,agency_pos,power_agent
search,agency_pos,power_agent
sear,agency_pos,power_agent
seat,agency_pos,power_theme
secure,agency_pos,power_agent
seduce,agency_pos,power_agent
seek,agency_pos,power_theme
seem,agency_neg,
see,agency_neg,power_equal
seethe,agency_pos,
seize,agency_pos,power_agent
select,agency_pos,power_agent
sell,agency_pos,power_agent
send,agency_pos,power_agent
sense,agency_neg,power_theme
sentence,agency_pos,power_agent
separate,agency_pos,power_agent
serve,agency_equal,power_theme
set,agency_pos,power_agent
settle,agency_pos,power_agent
sever,agency_pos,power_agent
sew,agency_pos,power_equal
shade,agency_pos,power_equal
shadow,agency_equal,power_theme
shake,agency_pos,power_agent
shape,agency_pos,power_agent
share,agency_pos,power_agent
sharpen,agency_pos,power_agent
shatter,agency_pos,power_agent
shave,agency_pos,power_agent
shed,agency_pos,power_agent
shell,agency_pos,power_agent
shelter,agency_pos,power_agent
shield,agency_pos,power_agent
shift,agency_pos,power_agent
shimmer,agency_neg,
shine,agency_equal,
shin,agency_equal,
ship,agency_pos,power_agent
shiver,agency_equal,
shock,agency_pos,power_agent
shoo,agency_pos,power_agent
shoot,agency_pos,power_agent
shop,agency_pos,
shoulder,agency_pos,power_agent
shout,agency_pos,power_agent
shovel,agency_pos,power_agent
shove,agency_pos,power_agent
shower,agency_pos,power_theme
show,agency_pos,power_agent
shred,agency_pos,power_agent
shriek,agency_pos,power_agent
shrink,agency_pos,power_agent
shroud,agency_pos,power_agent
shrug,agency_pos,
shudder,agency_neg,
shuffle,agency_pos,power_agent
shush,agency_pos,power_agent
shut,agency_pos,power_agent
sicken,agency_pos,power_agent
side,agency_equal,
sidestep,agency_pos,power_agent
sidle up to,agency_pos,power_theme
sift,agency_pos,power_agent
sigh,agency_equal,
sight,agency_pos,power_equal
signal,agency_pos,power_equal
sign,agency_pos,power_equal
silence,agency_pos,power_agent
silhouette,agency_neg,power_theme
simmer,agency_pos,power_agent
single out,agency_pos,power_agent
sing,agency_pos,power_agent
sink,agency_pos,power_agent
sip,agency_pos,power_agent
sit,agency_neg,
situate,agency_pos,power_agent
size,agency_equal,power_agent
sizzle,agency_equal,
skate,agency_pos,power_agent
sketch,agency_pos,power_equal
skid,agency_equal,
skim,agency_pos,power_agent
skin,agency_pos,power_agent
skip,agency_neg,power_agent
skitter,agency_equal,
slam,agency_pos,power_agent
slant,agency_neg,
slap,agency_pos,power_agent
slash,agency_pos,power_agent
slaughter,agency_pos,power_agent
slay,agency_pos,power_agent
sleep,agency_neg,
slice,agency_pos,power_agent
slick,agency_equal,power_agent
slide,agency_equal,power_agent
sling,agency_pos,power_agent
slink,agency_neg,
slip,agency_pos,power_agent
slither,agency_pos,
slit,agency_pos,power_agent
slop,agency_pos,power_agent
slosh,agency_equal,
slouch,agency_neg,
slow,agency_pos,power_agent
slug,agency_pos,power_agent
slump,agency_neg,
slurp,agency_pos,power_agent
slur,agency_equal,
smack,agency_pos,power_agent
smash,agency_pos,power_agent
smear,agency_pos,power_agent
smell,agency_neg,power_theme
smile,agency_pos,
smirk,agency_neg,
smoke,agency_pos,power_agent
smolder,agency_neg,
smooth,agency_pos,power_equal
smother,agency_pos,power_agent
snag,agency_pos,power_agent
snap,agency_pos,
snarl at,agency_pos,power_equal
snatch,agency_pos,power_agent
sneak,agency_pos,power_agent
sneer,agency_pos,
sneeze,agency_pos,
snicker,agency_neg,
sniff,agency_equal,
snip,agency_pos,power_agent
snoop,agency_pos,
snore,agency_neg,
snort,agency_pos,
snow,agency_neg,
snuggle,agency_pos,power_equal
soak,agency_pos,power_agent
soar,agency_pos,
sober,agency_pos,power_agent
sob,agency_neg,
soften,agency_pos,power_equal
soil,agency_pos,power_agent
solicit,agency_pos,power_agent
solve,agency_pos,power_agent
soothe,agency_pos,power_equal
sort,agency_pos,power_equal
sound,agency_pos,power_equal
space,agency_pos,power_agent
span,agency_neg,power_agent
spare,agency_pos,power_agent
sparkle,agency_neg,
spark,agency_pos,power_agent
spar,agency_pos,power_equal
spatter,agency_equal,
speak,agency_pos,
speak to,agency_pos,power_equal
specify,agency_pos,power_equal
speed,agency_pos,
speed up,agency_pos,power_equal
spell,agency_equal,power_equal
spend,agency_pos,power_agent
spew,agency_pos,power_agent
spy,agency_pos,power_equal
spike,agency_pos,power_agent
spill,agency_pos,power_agent
spin,agency_pos,power_agent
spiral,agency_pos,
spit at,agency_pos,power_agent
splash,agency_pos,
splatter,agency_pos,power_agent
splinter,agency_pos,power_agent
split,agency_pos,power_agent
spoil,agency_pos,power_equal
sponsor,agency_pos,power_agent
spook,agency_pos,power_agent
sport,agency_equal,power_equal
spot,agency_neg,power_agent
sprawl,agency_equal,
spray,agency_pos,power_agent
spread,agency_pos,power_agent
spring,agency_pos,
sprinkle,agency_pos,power_agent
sprint,agency_pos,
sprout,agency_pos,
spur,agency_pos,power_agent
sputter,agency_pos,
square,agency_pos,power_agent
squash,agency_pos,power_agent
squat,agency_pos,
squeak,agency_equal,
squeal,agency_equal,
squeeze,agency_pos,power_agent
squint,agency_equal,
squirm,agency_equal,
squirt,agency_pos,power_equal
stabilize,agency_pos,power_agent
stab,agency_pos,power_agent
stack,agency_pos,power_agent
stagger,agency_equal,
stain,agency_pos,power_agent
stake,agency_pos,power_agent
stalk,agency_pos,power_theme
stall,agency_pos,power_agent
stamp,agency_pos,power_agent
stand,agency_equal,
stare,agency_neg,
star,agency_pos,power_equal
startle,agency_pos,power_equal
start,agency_pos,power_agent
starve,agency_pos,power_agent
stash,agency_pos,power_agent
state,agency_pos,power_equal
station,agency_pos,power_agent
stay,agency_neg,
steady,agency_pos,power_agent
steal,agency_pos,power_agent
steam,agency_pos,power_agent
steel,agency_pos,power_agent
steer,agency_pos,power_agent
stencil,agency_pos,power_agent
step,agency_pos,
stick,agency_pos,
stiffen,agency_pos,power_equal
stifle,agency_pos,power_agent
stimulate,agency_pos,power_equal
sting,agency_pos,power_agent
stink,agency_neg,
stir,agency_pos,power_agent
stitch,agency_pos,power_equal
stock,agency_pos,power_equal
stomp,agency_pos,
stone,agency_pos,power_agent
stoop,agency_equal,
stop,agency_pos,power_agent
store,agency_pos,power_agent
storm,agency_pos,power_agent
stow,agency_pos,power_agent
straddle,agency_pos,power_agent
straighten,agency_pos,power_agent
strain,agency_pos,power_agent
strand,agency_pos,power_agent
strangle,agency_pos,power_agent
strangle on,agency_equal,power_agent
strap,agency_pos,power_agent
stray,agency_pos,
stream,agency_pos,
strengthen,agency_pos,power_agent
stress,agency_pos,power_agent
stretch,agency_pos,
stride,agency_pos,
strike,agency_pos,power_agent
string,agency_pos,power_agent
strip,agency_pos,power_agent
stroke,agency_pos,power_equal
stroll,agency_equal,
struggle,agency_equal,power_theme
strut,agency_pos,
stub,agency_equal,power_agent
study,agency_pos,power_equal
stuff,agency_pos,power_agent
stumble,agency_neg,
stun,agency_pos,power_agent
subdue,agency_pos,power_agent
submerge,agency_pos,power_agent
submit,agency_pos,power_equal
subside,agency_neg,
subtitle,agency_pos,power_theme
succeed,agency_pos,power_agent
sue,agency_pos,power_agent
suffer,agency_neg,power_theme
suffocate,agency_pos,power_agent
suggest,agency_pos,power_agent
sulk,agency_neg,
summon,agency_pos,power_agent
superimpose,agency_pos,power_agent
supervise,agency_pos,power_agent
supply,agency_pos,power_agent
support,agency_pos,power_equal
suppose,agency_equal,power_equal
suppress,agency_pos,power_agent
surface,agency_pos,
surf,agency_pos,
surge,agency_pos,
surprise,agency_pos,power_equal
surrender,agency_neg,power_agent
surround,agency_pos,power_agent
survey,agency_pos,power_equal
survive,agency_neg,power_equal
survive on,agency_pos,power_theme
suspect,agency_pos,power_equal
suspend,agency_pos,power_agent
sustain,agency_pos,power_agent
swallow,agency_pos,power_agent
swap,agency_pos,power_agent
swarm,agency_pos,
swat,agency_pos,power_agent
sway,agency_pos,power_agent
swear,agency_pos,power_agent
sweat,agency_neg,
sweep,agency_pos,power_agent
swell,agency_equal,
swerve,agency_pos,
swig,agency_pos,power_equal
swim,agency_pos,
swing,agency_pos,power_agent
swipe,agency_pos,power_agent
swirl,agency_pos,power_agent
switch,agency_pos,power_agent
swivel,agency_pos,power_agent
swoop,agency_pos,
tackle,agency_pos,power_agent
tack,agency_pos,power_agent
tag,agency_pos,power_agent
tailor,agency_pos,power_equal
tail,agency_pos,power_theme
take,agency_pos,power_equal
talk,agency_pos,
talk to,agency_pos,power_equal
tangle,agency_pos,power_agent
tap,agency_equal,power_equal
target,agency_pos,power_agent
taste,agency_pos,power_agent
tattoo,agency_pos,power_agent
taunt,agency_pos,power_agent
taxi,agency_pos,
teach,agency_pos,power_agent
tear,agency_pos,power_agent
tease,agency_pos,power_agent
teeter,agency_neg,
telephone,agency_pos,power_equal
tell,agency_pos,power_equal
tempt,agency_pos,power_agent
tend,agency_pos,power_agent
tense,agency_pos,power_equal
terminate,agency_pos,power_agent
term,agency_pos,power_agent
terrify,agency_pos,power_agent
testify,agency_pos,power_equal
test,agency_pos,power_agent
tether,agency_pos,power_agent
thank,agency_pos,power_theme
thaw,agency_pos,power_agent
think,agency_pos,power_equal
thin,agency_pos,power_agent
thrash,agency_pos,power_agent
thread,agency_pos,
threaten,agency_pos,power_agent
thrill,agency_pos,power_agent
throb,agency_neg,
throttle,agency_pos,power_agent
throw,agency_pos,power_agent
thrust,agency_pos,power_agent
thumb,agency_equal,
thump,agency_pos,power_agent
thunder,agency_pos,
tickle,agency_pos,power_equal
tick off,agency_equal,power_equal
tidy,agency_pos,power_agent
tie,agency_pos,power_equal
tighten,agency_pos,power_agent
tilt,agency_pos,power_agent
time,agency_pos,power_agent
ting,agency_pos,
tip,agency_pos,power_theme
tiptoe,agency_pos,
tire,agency_equal,power_agent
toast,agency_pos,power_equal
tolerate,agency_equal,power_equal
topple,agency_pos,power_agent
top,agency_pos,power_agent
torment,agency_pos,power_agent
torture,agency_pos,power_agent
toss,agency_pos,power_agent
total,agency_pos,power_agent
touch,agency_pos,power_theme
tower,agency_neg,
tow,agency_pos,power_agent
toy with,agency_pos,power_agent
trace,agency_pos,power_theme
track,agency_pos,power_agent
trade,agency_pos,power_agent
trail,agency_pos,power_equal
train,agency_pos,power_agent
trample,agency_pos,power_agent
transfer,agency_pos,power_agent
transfix,agency_pos,power_agent
transform,agency_pos,power_agent
translate,agency_pos,power_agent
transmit,agency_pos,power_equal
transport,agency_pos,power_agent
trap,agency_pos,power_agent
trash,agency_pos,power_agent
travel,agency_pos,power_agent
tread,agency_pos,
treat,agency_pos,power_agent
tremble,agency_neg,
trickle,agency_neg,
trick,agency_pos,power_agent
try,agency_pos,power_equal
trigger,agency_pos,power_agent
trim,agency_pos,power_agent
trip,agency_pos,power_agent
trip on,agency_neg,power_theme
trot,agency_pos,power_equal
trouble,agency_pos,power_agent
trudge,agency_pos,
trust,agency_neg,power_theme
tuck,agency_pos,power_equal
tug,agency_pos,power_agent
tumble,agency_pos,
tune,agency_pos,power_agent
turn,agency_pos,power_agent
twinkle,agency_equal,
twirl,agency_pos,power_agent
twist,agency_pos,power_agent
twitch,agency_neg,
type,agency_pos,power_equal
unbuckle,agency_pos,power_agent
unbutton,agency_pos,power_agent
uncover,agency_pos,power_agent
underestimate,agency_equal,power_theme
undergo,agency_neg,power_theme
underlie,agency_neg,power_agent
undermine,agency_pos,power_agent
underscore,agency_pos,power_agent
understand,agency_equal,power_agent
undertake,agency_pos,power_theme
undo,agency_pos,power_agent
undress,agency_pos,power_agent
undulate,agency_pos,
unfold,agency_pos,power_agent
unhook,agency_pos,power_agent
unite,agency_pos,power_agent
unleash,agency_pos,power_agent
unload,agency_pos,power_theme
unlock,agency_pos,power_equal
unnerve,agency_pos,power_agent
unpack,agency_pos,power_agent
unravel,,power_agent
unroll,agency_pos,power_agent
unscrew,agency_pos,power_agent
untie,agency_pos,power_agent
unwrap,agency_pos,power_agent
unzip,agency_pos,power_agent
uphold,agency_pos,power_theme
